,token_id,token,anchor_type_tocheck,event_anno_tocheck
542,12-491,toecomen,isOfType,Arriving
543,12-492,.,"('0', '0', '0', '0')",0
544,12-493,22,"('0', '0', '0', '0')",0
545,12-494,.,"('0', '0', '0', '0')",0
546,13-1,Otp,"('0', '0', '0', '0')",0
547,13-2,20en,"('0', '0', '0', '0')",0
548,13-3,.,"('0', '0', '0', '0')",0
549,13-4,Nouembr,"('0', '0', '0', '0')",0
550,13-5,.,"('0', '0', '0', '0')",0
551,13-6,is,"('0', '0', '0', '0')",0
552,13-7,hier,"('0', '0', '0', '0')",0
553,13-8,van,"('0', '0', '0', '0')",0
554,13-9,Patane,"('0', '0', '0', '0')",0
555,13-10,wel,"('0', '0', '0', '0')",0
556,13-11,aengecomen,"('isOfType', 'isOfType', 'isOfType', 'isOfType')",Arriving
557,13-12,t,"('0', '0', '0', '0')",0
558,13-13,',"('0', '0', '0', '0')",0
559,13-14,Jacht,"('0', '0', '0', '0')",0
560,13-15,de,"('0', '0', '0', '0')",0
561,13-16,Griffoen,"('0', '0', '0', '0')",0
562,13-17,(:,"('0', '0', '0', '0')",0
563,13-18,geladen,"('0', '0', '0', '0')",0
564,13-19,met,"('0', '0', '0', '0')",0
565,13-20,670,"('0', '0', '0', '0')",0
566,13-21,.,"('0', '0', '0', '0')",0
567,13-22,Baren,"('0', '0', '0', '0')",0
568,13-23,Ppeper,"('0', '0', '0', '0')",0
569,13-24,",","('0', '0', '0', '0')",0
570,13-25,welck,"('0', '0', '0', '0')",0
571,13-26,vrij,"('0', '0', '0', '0')",0
572,13-27,wat,"('0', '0', '0', '0')",0
573,13-28,dier,"('0', '0', '0', '0')",0
574,13-29,connot,"('0', '0', '0', '0')",0
575,13-30,denen,"('0', '0', '0', '0')",0
576,14-1,W,"('0', '0', '0', '0')",0
577,14-2,:,"('0', '0', '0', '0')",0
578,14-3,Curt,"('0', '0', '0', '0')",0
579,14-4,Sumatsa,"('0', '0', '0', '0')",0
580,14-5,.,"('0', '0', '0', '0')",0
581,15-1,o,"('0', '0', '0', '0')",0
582,15-2,1,"('0', '0', '0', '0')",0
583,15-3,e,"('0', '0', '0', '0')",0
584,15-4,de,"('0', '0', '0', '0')",0
585,16-1,CCormandel,"('0', '0', '0', '0')",0
587,16-2,:,"('0', '0', '0', '0')",0
588,17-1,te,"('0', '0', '0', '0')",0
589,17-2,staen,"('0', '0', '0', '0')",0
590,17-3,",","('0', '0', '0', '0')",0
591,17-4,ten,"('0', '0', '0', '0')",0
592,17-5,aensien,"('0', '0', '0', '0')",0
593,17-6,de,"('0', '0', '0', '0')",0
594,17-7,cleeden,"('0', '0', '0', '0')",0
595,17-8,seer,"('0', '0', '0', '0')",0
596,17-9,goeden,"('0', '0', 'evokes', '0')",0
597,17-10,coop,"('0', '0', 'evokes', '0')",0
598,17-11,daer,"('0', '0', '0', '0')",0
599,17-12,tegen,"('0', '0', '0', '0')",0
600,17-13,verhandelt,"('isOfType', 'isOfType', 'isOfType', 'isOfType')",FinancialTransaction
601,17-14,sijn,"('0', '0', '0', '0')",0
602,17-15,soo,"('0', '0', '0', '0')",0
603,17-16,dat,"('0', '0', '0', '0')",0
604,17-17,voor,"('0', '0', '0', '0')",0
605,17-18,dees,"('0', '0', '0', '0')",0
606,17-19,tijt,"('0', '0', '0', '0')",0
607,17-20,in,"('0', '0', '0', '0')",0
608,17-21,dat,"('0', '0', '0', '0')",0
609,17-22,quartier,"('0', '0', '0', '0')",0
610,17-23,gants,"('0', '0', '0', '0')",0
611,17-24,weijnichte,"('0', '0', '0', '0')",0
612,17-25,doen,"('0', '0', '0', '0')",0
613,17-26,is,"('0', '0', '0', '0')",0
614,17-27,",","('0', '0', '0', '0')",0
615,17-28,ende,"('0', '0', '0', '0')",0
616,17-29,niet,"('0', '0', '0', '0')",0
617,17-30,noodich,"('0', '0', '0', '0')",0
618,17-31,wesen,"('0', '0', '0', '0')",0
619,17-32,sal,"('0', '0', '0', '0')",0
620,17-33,",","('0', '0', '0', '0')",0
621,17-34,t'naeste,"('0', '0', '0', '0')",0
622,17-35,Jaer,"('0', '0', '0', '0')",0
623,17-36,derrewaerts,"('0', '0', '0', '0')",0
624,17-37,weder,"('0', '0', '0', '0')",0
625,17-38,teseijnder,"('0', '0', 'isOfType', '0')",0
627,17-39,De,"('0', '0', '0', '0')",0
628,17-40,Rijs,"('0', '0', '0', '0')",0
629,17-41,was,"('0', '0', '0', '0')",0
630,17-42,daer,"('0', '0', '0', '0')",0
631,17-43,uijt,"('0', '0', '0', '0')",0
632,17-44,der,"('0', '0', '0', '0')",0
633,17-45,maten,"('0', '0', '0', '0')",0
634,17-46,dier,"('0', '0', 'evokes', '0')",0
635,17-47,;,"('0', '0', '0', '0')",0
636,17-48,De,"('0', '0', '0', '0')",0
637,17-49,toataneten,"('0', '0', '0', '0')",0
638,17-50,vreesen,"('0', '0', '0', '0')",0
639,17-51,alsnoch,"('0', '0', '0', '0')",0
640,17-52,dat,"('0', '0', '0', '0')",0
641,17-53,den,"('0', '0', '0', '0')",0
642,17-54,Atchinder,"('0', '0', '0', '0')",0
643,17-55,van,"('0', '0', '0', '0')",0
644,17-56,Gueda,"('0', '0', '0', '0')",0
645,17-57,te,"('0', '0', '0', '0')",0
646,17-58,Lande,"('0', '0', '0', '0')",0
647,17-59,te,"('0', '0', '0', '0')",0
648,17-60,lande,"('0', '0', '0', '0')",0
649,17-61,decieitiersn,"('isOfType', '0', '0', '0')",0
650,17-62,comen,isOfType,Arriving
651,17-63,sal,"('isOfType', '0', '0', '0')",0
652,17-64,",","('0', '0', '0', '0')",0
653,17-65,daer,"('0', '0', '0', '0')",0
654,17-66,ons,"('0', '0', '0', '0')",0
655,17-67,bedunckt,"('0', '0', '0', '0')",0
656,17-68,niet,"('0', '0', '0', '0')",0
657,17-69,veel,"('0', '0', '0', '0')",0
658,17-70,apparentie,"('0', '0', '0', '0')",0
659,17-71,toe,"('0', '0', '0', '0')",0
660,17-72,en,"('0', '0', '0', '0')",0
661,17-73,is,"('0', '0', '0', '0')",0
662,17-74,eeee,"('0', '0', '0', '0')",0
663,18-1,Vande,"('0', '0', '0', '0')",0
664,18-2,Westcust,"('0', '0', '0', '0')",0
665,18-3,van,"('0', '0', '0', '0')",0
666,18-4,Sumatra,"('0', '0', '0', '0')",0
667,18-5,is,"('0', '0', '0', '0')",0
668,18-6,hier,"('0', '0', '0', '0')",0
669,18-7,den,"('0', '0', '0', '0')",0
670,18-8,25.en,"('0', '0', '0', '0')",0
671,18-9,d.o,"('0', '0', '0', '0')",0
672,18-10,.,"('0', '0', '0', '0')",0
673,18-11,mede,"('0', '0', '0', '0')",0
675,18-12,abel,"('0', '0', '0', '0')",0
676,18-13,aengecomen,"(0, 'isOfType', 'isOfType', 'isOfType')",Arriving
677,18-14,de,"('0', '0', '0', '0')",0
678,18-15,fluijt,"('0', '0', '0', '0')",0
679,18-16,Amstervoen,"('0', '0', '0', '0')",0
680,18-17,",","('0', '0', '0', '0')",0
681,18-18,met,"('0', '0', '0', '0')",0
682,18-19,900,"('0', '0', '0', '0')",0
683,18-20,.,"('0', '0', '0', '0')",0
684,18-21,bharen,"('0', '0', '0', '0')",0
685,18-22,ppever,"('0', '0', '0', '0')",0
686,18-23,aldaer,"('0', '0', '0', '0')",0
687,18-24,",","('0', '0', '0', '0')",0
688,18-25,tegen,"('0', '0', '0', '0')",0
689,18-26,cleeden,"('0', '0', '0', '0')",0
690,18-27,verhandelt,"('isOfType', 'isOfType', 'isOfType', 'isOfType')",ChangeOfPossession
691,18-28,",","('0', '0', '0', '0')",0
692,18-29,vrij,"('0', '0', '0', '0')",0
693,18-30,wat,"('0', '0', '0', '0')",0
694,18-31,proffitabelder,"('0', '0', '0', '0')",0
695,18-32,dan,"('0', '0', '0', '0')",0
696,18-33,opde,"('0', '0', '0', '0')",0
697,18-34,custe,"('0', '0', '0', '0')",0
698,18-35,van,"('0', '0', '0', '0')",0
699,18-36,Patans,"('0', '0', '0', '0')",0
700,18-37,",","('0', '0', '0', '0')",0
701,18-38,alsoo,"('0', '0', '0', '0')",0
702,18-39,daer,"('0', '0', '0', '0')",0
703,18-40,8o,"('0', '0', '0', '0')",0
704,18-41,O,"('0', '0', '0', '0')",0
705,18-42,cento,"('0', '0', '0', '0')",0
706,18-43,aduance,"('0', '0', '0', '0')",0
707,18-44,geuen,"('0', '0', '0', '0')",0
708,18-45,",","('0', '0', '0', '0')",0
709,18-46,ende,"('0', '0', '0', '0')",0
710,18-47,in,"('0', '0', '0', '0')",0
711,18-48,Tatane,"('0', '0', '0', '0')",0
712,18-49,niet,"('0', '0', '0', '0')",0
713,18-50,meer,"('0', '0', '0', '0')",0
714,18-51,als,"('0', '0', '0', '0')",0
715,18-52,30,"('0', '0', '0', '0')",0
716,18-53,.,"('0', '0', '0', '0')",0
717,18-54,Ot,"('0', '0', '0', '0')",0
718,18-55,FL,"('0', '0', '0', '0')",0
719,18-56,W.,"('0', '0', '0', '0')",0
720,18-57,Cust,"('0', '0', '0', '0')",0
721,18-58,was,"('0', '0', '0', '0')",0
722,18-59,opt,"('0', '0', '0', '0')",0
723,18-60,vtreck,"('isOfType', '0', 'isOfType', 'isOfType')",Leaving
724,18-61,van,"('0', '0', '0', '0')",0
725,18-62,gemelte,"('0', '0', '0', '0')",0
726,18-63,Jacht,"('0', '0', '0', '0')",0
727,18-64,van,"('0', '0', '0', '0')",0
728,18-65,daer,"('0', '0', '0', '0')",0
729,18-66,",","('0', '0', '0', '0')",0
730,18-67,noch,"('0', '0', '0', '0')",0
731,18-68,goede,"('0', '0', '0', '0')",0
732,18-69,partije,"('0', '0', '0', '0')",0
733,18-70,peper,"('0', '0', '0', '0')",0
734,18-71,te,"('0', '0', '0', '0')",0
735,18-72,becomen,"('isOfType', 'isOfType', 'isOfType', 'evokes')",Getting
736,18-73,",","('0', '0', '0', '0')",0
737,18-74,ende,"('0', '0', '0', '0')",0
738,18-75,dat,"('0', '0', '0', '0')",0
739,18-76,tot,"('0', '0', '0', '0')",0
740,18-77,redelijcken,"('0', '0', '0', '0')",0
741,18-78,prus,"('0', '0', '0', '0')",0
742,18-79,:,"('0', '0', '0', '0')",0
743,18-80,Ooch,"('0', '0', '0', '0')",0
744,18-81,hebben,isOfType,HavingInPossession
745,18-82,geldt,"('0', '0', '0', '0')",0
746,18-83,noch,"('0', '0', '0', '0')",0
747,18-84,cleeden,"('0', '0', '0', '0')",0
748,18-85,om,"('0', '0', '0', '0')",0
749,18-86,derrewaerts,"('0', '0', '0', '0')",0
750,18-87,ie,"('0', '0', '0', '0')",0
751,18-88,mogen,"('0', '0', '0', '0')",0
752,18-89,seijnden,"('isOfType', 'isOfType', 'isOfType', '0')",Transportation
753,18-90,.,"('0', '0', '0', '0')",0
754,18-91,e.,"('0', '0', '0', '0')",0
755,18-92,e,"('0', '0', '0', '0')",0
756,19-1,En,"('0', '0', '0', '0')",0
757,20-1,D.o,"('0', '0', '0', '0')",0
758,20-2,S.r,"('0', '0', '0', '0')",0
759,20-3,Is,"('0', '0', '0', '0')",0
760,20-4,sier,"('0', '0', '0', '0')",0
761,20-5,van,"('0', '0', '0', '0')",0
762,20-6,Masilipats.n,"('0', '0', '0', '0')",0
763,20-7,ende,"('0', '0', '0', '0')",0
764,20-8,Paliacaite,"('0', '0', '0', '0')",0
765,20-9,wel,"('0', '0', '0', '0')",0
766,20-10,aengecomen,"('isOfType', 'isOfType', 'isOfType', 'isOfType')",Arriving
767,20-11,t,"('0', '0', '0', '0')",0
768,20-12,',"('0', '0', '0', '0')",0
769,20-13,Jacht,"('0', '0', '0', '0')",0
770,20-14,D,"('0', '0', '0', '0')",0
771,20-15,Battania,"('0', '0', '0', '0')",0
772,20-16,met,"('0', '0', '0', '0')",0
773,20-17,300,"('0', '0', '0', '0')",0
774,20-18,.,"('0', '0', '0', '0')",0
775,20-19,Clauen,"('0', '0', '0', '0')",0
776,20-20,ende,"('0', '0', '0', '0')",0
777,20-21,134,"('0', '0', '0', '0')",0
778,20-22,-,"('0', '0', '0', '0')",0
779,20-23,packen,"('0', '0', '0', '0')",0
780,20-24,cleeden,"('0', '0', '0', '0')",0
781,20-25,",","('0', '0', '0', '0')",0
782,20-26,blesde,"('0', '0', '0', '0')",0
783,20-27,sorteringe,"('0', '0', '0', '0')",0
784,20-28,",","('0', '0', '0', '0')",0
785,20-29,alsoo,"('0', '0', '0', '0')",0
786,20-30,den,"('0', '0', '0', '0')",0
787,20-31,tijt,"('0', '0', '0', '0')",0
788,20-32,te,"('0', '0', '0', '0')",0
789,20-33,cort,"('0', '0', '0', '0')",0
790,20-34,was,"('0', '0', '0', '0')",0
791,20-35,",","('0', '0', '0', '0')",0
792,20-36,omme,"('0', '0', '0', '0')",0
793,20-37,voor,"('0', '0', '0', '0')",0
794,20-38,de,"('0', '0', '0', '0')",0
795,20-39,becomene,evokes,Getting
796,20-40,comrtsr,"('0', '0', '0', '0')",0
797,20-41,.,"('0', '0', '0', '0')",0
798,20-42,van,"('0', '0', '0', '0')",0
799,20-43,hier,"('0', '0', '0', '0')",0
800,20-44,met,"('0', '0', '0', '0')",0
801,20-45,de,"('0', '0', '0', '0')",0
802,20-46,Jachten,"('0', '0', '0', '0')",0
803,20-47,Grootenbrouck,"('0', '0', '0', '0')",0
804,20-48,Brouwershauen,"('0', '0', '0', '0')",0
805,20-49,",","('0', '0', '0', '0')",0
806,20-50,ende,"('0', '0', '0', '0')",0
807,20-51,Battr,"('0', '0', '0', '0')",0
808,20-52,.,"('0', '0', '0', '0')",0
809,20-53,eenich,"('0', '0', '0', '0')",0
810,20-54,ander,"('0', '0', '0', '0')",0
811,20-55,slach,"('0', '0', '0', '0')",0
812,20-56,ofte,"('0', '0', '0', '0')",0
813,20-57,meerder,"('0', '0', '0', '0')",0
814,20-58,quantiteijt,"('0', '0', '0', '0')",0
815,20-59,cleeden,"('0', '0', '0', '0')",0
816,20-60,",","('0', '0', '0', '0')",0
817,20-61,te,"('0', '0', '0', '0')",0
818,20-62,becomen,isOfType; evokes,Getting; Transportation
819,20-63,",","('0', '0', '0', '0')",0
820,20-64,ende,"('0', '0', '0', '0')",0
821,20-65,dit,"('0', '0', '0', '0')",0
822,20-66,Jaer,"('0', '0', '0', '0')",0
823,20-67,hebben,"('0', '0', '0', '0')",0
824,20-68,oock,"('0', '0', '0', '0')",0
825,20-69,niet,"('0', '0', '0', '0')",0
826,20-70,anders,"('0', '0', '0', '0')",0
827,20-71,te,"('0', '0', '0', '0')",0
828,20-72,verwachten,"('0', '0', '0', '0')",0
829,20-73,",","('0', '0', '0', '0')",0
830,20-74,Soo,"('0', '0', '0', '0')",0
831,20-75,dat,"('0', '0', '0', '0')",0
832,20-76,de,"('0', '0', '0', '0')",0
833,20-77,Molucq,"('0', '0', '0', '0')",0
834,20-78,",","('0', '0', '0', '0')",0
835,20-79,Amboina,"('0', '0', '0', '0')",0
836,20-80,ende,"('0', '0', '0', '0')",0
837,20-81,Banida,"('0', '0', '0', '0')",0
838,20-82,gelijck,"('0', '0', '0', '0')",0
839,20-83,mede,"('0', '0', '0', '0')",0
840,20-84,wij,"('0', '0', '0', '0')",0
841,20-85,hier,"('0', '0', '0', '0')",0
842,20-86,in,"('0', '0', '0', '0')",0
843,20-87,Battra,"('0', '0', '0', '0')",0
844,20-88,.,"('0', '0', '0', '0')",0
845,20-89,noch,"('0', '0', '0', '0')",0
846,20-90,een,"('0', '0', '0', '0')",0
847,20-91,Jaer,"('0', '0', '0', '0')",0
848,20-92,onvoorsien,"('isOfType', '0', '0', '0')",0
849,20-93,sullen,"('0', '0', '0', '0')",0
850,20-94,moeten,"('0', '0', '0', '0')",0
851,20-95,blijven,"('0', 'isOfType', '0', '0')",0
852,20-96,.,"('0', '0', '0', '0')",0
853,20-97,Ofs,"('0', '0', '0', '0')",0
854,20-98,oock,"('0', '0', '0', '0')",0
855,20-99,acpparent,"('0', '0', '0', '0')",0
856,20-100,dat,"('0', '0', '0', '0')",0
857,20-101,V.,"('0', '0', '0', '0')",0
858,20-102,Ed,"('0', '0', '0', '0')",0
859,20-103,:,"('0', '0', '0', '0')",0
860,20-104,mede,"('0', '0', '0', '0')",0
861,20-105,in,"('0', '0', '0', '0')",0
862,20-106,twee,"('0', '0', '0', '0')",0
863,20-107,Jaeren,"('0', '0', '0', '0')",0
864,20-108,geen,"('0', '0', '0', '0')",0
865,20-109,retour,"('0', '0', '0', '0')",0
866,20-110,van,"('0', '0', '0', '0')",0
867,20-111,daer,"('0', '0', '0', '0')",0
868,20-112,becomen,"(0, 0, '0', 0)",ChangeOfPossession
869,20-113,sullen,"('0', '0', '0', '0')",0
870,20-114,ende,"('0', '0', '0', '0')",0
871,20-115,dat,"('0', '0', '0', '0')",0
872,20-116,vermidts,"('0', '0', '0', '0')",0
873,20-117,V,"('0', '0', '0', '0')",0
874,20-118,Ed,"('0', '0', '0', '0')",0
875,20-119,:,"('0', '0', '0', '0')",0
876,20-120,eijgen,"('0', '0', '0', '0')",0
877,20-121,deffectueusheijt,evokes,Mismanagement
878,20-122,int,"('0', '0', '0', '0')",0
879,20-123,derrewaerts,"('0', '0', '0', '0')",0
880,20-124,beschicken,evokes,Transportation
881,20-125,van,"('0', '0', '0', '0')",0
882,20-126,de,"('0', '0', '0', '0')",0
883,20-127,Jaerlijcx,"('0', '0', '0', '0')",0
884,20-128,geeijschte,"('0', '0', '0', '0')",0
885,20-129,capitalen,"('0', '0', '0', '0')",0
886,20-130,...,"('0', '0', '0', '0')",0
887,21-1,d'E,"('0', '0', '0', '0')",0
888,21-2,Leeuwwinne,"('0', '0', '0', '0')",0
889,21-3,ende,"('0', '0', '0', '0')",0
890,21-4,Kemphaen,"('0', '0', '0', '0')",0
891,21-5,waren,"('0', '0', '0', '0')",0
892,21-6,op,"('0', '0', '0', '0')",0
893,21-7,2en,"('0', '0', '0', '0')",0
894,21-8,Novemb,"('0', '0', '0', '0')",0
895,21-9,.,"('0', '0', '0', '0')",0
896,21-10,pasro,"('0', '0', '0', '0')",0
897,21-11,doen,"('0', '0', '0', '0')",0
898,21-12,d'Engelsche,"('0', '0', '0', '0')",0
900,21-13,Abigael,"('0', '0', '0', '0')",0
901,21-14,van,"('0', '0', '0', '0')",0
902,21-15,daer,"('0', '0', '0', '0')",0
903,21-16,vertrock,"('0', 'isOfType', 'isOfType', 0)",Leaving
904,21-17,",","('0', '0', '0', '0')",0
905,21-18,aldaer,"('0', '0', '0', '0')",0
906,21-19,noch,"('0', '0', '0', '0')",0
907,21-20,niet,"('0', '0', '0', '0')",0
908,21-21,verlcheinen,"('0', 'isOfType', 'isOfType', 'isOfType')",Translocation
909,21-22,",","('0', '0', '0', '0')",0
910,21-23,Ende,"('0', '0', '0', '0')",0
911,21-24,is,"('0', '0', '0', '0')",0
912,21-25,apparent,"('0', '0', '0', '0')",0
913,21-26,dat,"('0', '0', '0', '0')",0
914,21-27,geduerende,"('0', '0', '0', '0')",0
915,21-28,t'noorder,"('0', '0', '0', '0')",0
916,21-29,Mouson,"('0', '0', '0', '0')",0
917,21-30,",","('0', '0', '0', '0')",0
918,21-31,daer,"('0', '0', '0', '0')",0
919,21-32,oock,"('0', '0', '0', '0')",0
920,21-33,niet,"('0', '0', '0', '0')",0
921,21-34,sullen,"('0', '0', '0', '0')",0
922,21-35,connen,"('0', '0', '0', '0')",0
923,21-36,comen,isOfType,Arriving
924,21-37,—,"('0', '0', '0', '0')",0
925,21-38,.,"('0', '0', '0', '0')",0
926,22-1,De,"('0', '0', '0', '0')",0
927,22-2,Paliacatsche,"('0', '0', '0', '0')",0
928,22-3,sorteringe,"('0', '0', '0', '0')",0
929,22-4,welck,"('0', '0', '0', '0')",0
930,22-5,al,"('0', '0', '0', '0')",0
931,22-6,geschilderde,"('0', '0', '0', '0')",0
932,22-7,doecken,"('0', '0', '0', '0')",0
933,22-8,sijn,"('0', '0', '0', '0')",0
934,22-9,;,"('0', '0', '0', '0')",0
935,22-10,sal,"('0', '0', '0', '0')",0
936,22-11,niet,"('0', '0', '0', '0')",0
937,22-12,eerder,"('0', '0', '0', '0')",0
938,22-13,dan,"('0', '0', '0', '0')",0
939,22-14,in,"('0', '0', '0', '0')",0
940,22-15,Maij,"('0', '0', '0', '0')",0
941,22-16,a.o,"('0', '0', '0', '0')",0
942,22-17,.,"('0', '0', '0', '0')",0
943,22-18,1628,"('0', '0', '0', '0')",0
944,22-19,.,"('0', '0', '0', '0')",0
945,22-20,gereedt,"('0', '0', '0', '0')",0
946,22-21,wesen,"('0', '0', '0', '0')",0
947,22-22,;,"('0', '0', '0', '0')",0
948,22-23,Ouer,"('0', '0', '0', '0')",0
949,22-24,de,"('0', '0', '0', '0')",0
950,22-25,32,"('0', '0', '0', '0')",0
951,22-26,.,"('0', '0', '0', '0')",0
952,22-27,E,"('0', '0', '0', '0')",0
953,22-28,Pagoden,"('0', '0', '0', '0')",0
954,22-29,hadden,"('0', '0', '0', '0')",0
955,22-30,d'onse,"('0', '0', '0', '0')",0
956,22-31,op,"('0', '0', '0', '0')",0
957,22-32,leueringe,"('0', '0', '0', '0')",0
958,22-33,gegeven,"('isOfType', '0', '0', 'evokes')","('Giving', '0', '0', 'Buying')"
959,23-1,ee,"('0', '0', '0', '0')",0
960,23-2,Om,"('0', '0', '0', '0')",0
961,23-3,de,"('0', '0', '0', '0')",0
962,23-4,Zuijdt,"('0', '0', '0', '0')",0
963,23-5,waren,"('0', '0', '0', '0')",0
964,23-6,de,"('0', '0', '0', '0')",0
965,23-7,drije,"('0', '0', '0', '0')",0
966,23-8,Naijcken,"('0', '0', '0', '0')",0
967,23-9,vereinicht,evokes,Collaboration
968,23-10,",","('0', '0', '0', '0')",0
969,23-11,waer,"('0', '0', '0', '0')",0
970,23-12,door,"('0', '0', '0', '0')",0
971,23-13,aipparent,"('0', '0', '0', '0')",0
972,23-14,is,"('0', '0', '0', '0')",0
973,23-15,den,"('0', '0', '0', '0')",0
974,23-16,Standt,"('0', '0', '0', '0')",0
975,23-17,in,"('0', '0', '0', '0')",0
976,23-18,die,"('0', '0', '0', '0')",0
977,23-19,Quartieren,"('0', '0', '0', '0')",0
978,23-20,vrij,"('0', '0', 'isOfType', '0')",0
979,23-21,wat,"('0', '0', 'isOfType', '0')",0
980,23-22,beteren,"('isOfType', 'evokes', 'isOfType', 'isOfType')",HavingInternalState+
981,23-23,dat,"('0', '0', '0', '0')",0
982,23-24,ende,"('0', '0', '0', '0')",0
983,23-25,datmen,"('0', '0', '0', '0')",0
984,23-26,metter,"('0', '0', '0', '0')",0
985,23-27,tijt,"('0', '0', '0', '0')",0
986,23-28,goede,"('0', '0', '0', '0')",0
987,23-29,partije,"('0', '0', '0', '0')",0
988,23-30,sal,"('0', '0', '0', '0')",0
989,23-31,peter,"('0', '0', '0', '0')",0
990,23-32,sal,"('0', '0', '0', '0')",0
991,23-33,connen,"('0', '0', '0', '0')",0
992,23-34,becomen,"(0, 'isOfType', 'isOfType', 'isOfType')",Getting
993,23-35,.,"('0', '0', '0', '0')",0
994,23-36,eeeee,"('0', '0', '0', '0')",0
995,24-1,Isen,"('0', '0', '0', '0')",0
996,24-2,Calliacatte,"('0', '0', '0', '0')",0
997,24-3,geeft,"('0', 'isOfType', '0', '0')",0
998,24-4,het,"('0', '0', '0', '0')",0
999,24-5,Goudt,"('0', '0', '0', '0')",0
1000,24-6,van,"('0', '0', '0', '0')",0
1001,24-7,Guinea,"('0', '0', '0', '0')",0
1002,24-8,10½,"('0', '0', '0', '0')",0
1003,24-9,8r,"('0', '0', '0', '0')",0
1004,24-10,.,"('0', '0', '0', '0')",0
1005,24-11,cento,"('0', '0', '0', '0')",0
1006,24-12,advance,"('0', '0', '0', '0')",0
1007,24-13,ende,"('0', '0', '0', '0')",0
1008,24-14,was,"('0', '0', '0', '0')",0
1009,24-15,t'Cattoen,"('0', '0', '0', '0')",0
1011,24-16,daer,"('0', '0', '0', '0')",0
1012,24-17,soo,"('0', '0', '0', '0')",0
1013,24-18,dier,"('0', '0', 'evokes', '0')",0
1014,24-19,",","('0', '0', '0', '0')",0
1015,24-20,als,"('0', '0', '0', '0')",0
1016,24-21,in,"('0', '0', '0', '0')",0
1017,24-22,lange,"('0', '0', '0', '0')",0
1018,24-23,Jaren,"('0', '0', '0', '0')",0
1019,24-24,niet,"('0', '0', '0', '0')",0
1020,24-25,geweest,"('0', '0', '0', '0')",0
1021,24-26,is,"('0', '0', '0', '0')",0
1022,24-27,Pr.,"('0', '0', '0', '0')",0
1023,24-28,Madilwals,"('0', '0', '0', '0')",0
1024,24-29,.,"('0', '0', '0', '0')",0
1025,24-30,continueerden,"('0', '0', '0', '0')",0
1026,24-31,de,"('0', '0', '0', '0')",0
1027,24-32,Mooren,"('0', '0', '0', '0')",0
1028,24-33,haere,"('0', '0', '0', '0')",0
1029,24-34,Monovolien,evokes,Trade
1030,24-35,ende,"('0', '0', '0', 'isOfType')",0
1031,24-36,Qquardt,evokes ,BeingInARelationship
1032,24-37,tractement,"('isOfType', '0', '0', 'isOfType')",BeingInARelationship
1033,24-38,t'ontwaerts,"('0', '0', '0', '0')",0
1034,24-39,;,"('0', '0', '0', '0')",0
1035,24-40,Met,"('0', '0', '0', '0')",0
1036,24-41,niemant,"('0', '0', '0', '0')",0
1037,24-42,anders,"('0', '0', '0', '0')",0
1038,24-43,dan,"('0', '0', '0', '0')",0
1039,24-44,met,"('0', '0', '0', '0')",0
1040,24-45,drije,"('0', '0', '0', '0')",0
1041,24-46,deee,"('0', '0', '0', '0')",0
1042,24-47,pachters,"('0', '0', '0', '0')",0
1043,24-48,",","('0', '0', '0', '0')",0
1044,24-49,mochten,"('0', '0', '0', '0')",0
1045,24-50,d'onse,"('0', '0', '0', '0')",0
1046,24-51,aldaer,"('0', '0', '0', '0')",0
1047,24-52,handelen,"('isOfType', 'isOfType', 'isOfType', 'isOfType')",FinancialTransaction
1048,24-53,;,"('0', '0', '0', '0')",0
1049,24-54,Ende,"('0', '0', '0', '0')",0
1050,24-55,noch,"('0', '0', '0', '0')",0
1051,24-56,werdt,"('0', '0', '0', '0')",0
1052,24-57,haer,"('0', '0', '0', '0')",0
1053,24-58,opgedicongen,isOfType,ForceToAct
1054,24-59,sulcken,"('0', '0', '0', '0')",0
1055,24-60,sorteringe,"('0', '0', '0', '0')",0
1056,24-61,als,"('0', '0', '0', '0')",0
1057,24-62,sij,"('0', '0', '0', '0')",0
1058,24-63,selfs,"('0', '0', '0', '0')",0
1059,24-64,willen,"('0', '0', '0', '0')",0
1060,24-65,:,"('0', '0', '0', '0')",0
1061,24-66,Waer,"('0', '0', '0', '0')",0
1062,24-67,tegen,"('0', '0', '0', '0')",0
1063,24-68,met,"('0', '0', '0', '0')",0
1064,24-69,soete,"('0', '0', '0', '0')",0
1065,24-70,middelen,"('0', '0', '0', '0')",0
1066,24-71,niet,"('0', '0', '0', '0')",0
1067,24-72,te,"('0', '0', '0', '0')",0
1068,24-73,doen,"('0', '0', '0', '0')",0
1069,24-74,is,"('0', '0', '0', '0')",0
1070,24-75,.,"('0', '0', '0', '0')",0
1071,24-76,Soo,"('0', '0', '0', '0')",0
1072,24-77,de,"('0', '0', '0', '0')",0
1073,24-78,liberteijt,"('0', '0', '0', '0')",0
1074,24-79,vanden,"('0', '0', '0', '0')",0
1075,24-80,handel,"('0', '0', '0', '0')",0
1076,24-81,gelijck,"('0', '0', '0', '0')",0
1077,24-82,mede,"('0', '0', '0', '0')",0
1078,24-83,voldoeninge,"('0', '0', '0', '0')",0
1079,24-84,van,"('0', '0', '0', '0')",0
1080,24-85,d'affgedrongen,"('0', '0', '0', '0')",0
1081,24-86,U,"('0', '0', '0', '0')",0
