token;token_id;anchor_type;event_anno;event_resolve1;event_resolve2;event_resolve3;anchor_resolve;event_resolve4;final_anchor;final_event
te;17-57;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Lande;17-58;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
te;17-59;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
lande;17-60;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
decieitiersn;17-61;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
comen;17-62;('0', '0', 'isOfType', 'isOfType');('Arriving', 'Arriving', 'Invasion', 'Arriving');Arriving;Arriving;Arriving;isOfType;Arriving;isOfType;Arriving
sal;17-63;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
,;17-64;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
daer;17-65;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
ons;17-66;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
bedunckt;17-67;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
niet;17-68;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
veel;17-69;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
apparentie;17-70;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
toe;17-71;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
en;17-72;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
is;17-73;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
eeee;17-74;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Vande;18-1;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Westcust;18-2;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
van;18-3;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Sumatra;18-4;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
is;18-5;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
hier;18-6;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
den;18-7;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
25.en;18-8;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
d.o;18-9;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
.;18-10;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
mede;18-11;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
abel;18-12;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
aengecomen;18-13;('isOfType', 'isOfType', 'isOfType', 'isOfType');('Arriving', 'Arriving', 'Arriving', 'Arriving');Arriving;Arriving;Arriving;('isOfType', 'isOfType', 'isOfType', 'isOfType');Arriving;isOfType;Arriving
de;18-14;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
fluijt;18-15;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Amstervoen;18-16;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
,;18-17;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
met;18-18;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
900;18-19;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
.;18-20;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
bharen;18-21;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
ppever;18-22;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
aldaer;18-23;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
,;18-24;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
tegen;18-25;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
cleeden;18-26;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
verhandelt;18-27;('isOfType', 'isOfType', 'isOfType', 'isOfType');('Selling', 'Selling', 'Buying', 'FinancialTransaction');('Selling', 'Selling', 'Buying', 'FinancialTransaction');ChangeOfPossession;ChangeOfPossession;('isOfType', 'isOfType', 'isOfType', 'isOfType');ChangeOfPossession;isOfType;ChangeOfPossession
,;18-28;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
vrij;18-29;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
wat;18-30;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
proffitabelder;18-31;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
dan;18-32;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
opde;18-33;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
custe;18-34;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
van;18-35;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Patans;18-36;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
,;18-37;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
alsoo;18-38;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
daer;18-39;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
8o;18-40;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
O;18-41;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
cento;18-42;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
aduance;18-43;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
geuen;18-44;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
,;18-45;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
ende;18-46;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
in;18-47;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Tatane;18-48;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
niet;18-49;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
meer;18-50;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
als;18-51;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
30;18-52;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
.;18-53;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Ot;18-54;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
FL;18-55;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
W.;18-56;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Cust;18-57;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
was;18-58;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
opt;18-59;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
vtreck;18-60;('0', '0', 'isOfType', 'isOfType');('Leaving', 'Leaving', 'Leaving', 'Leaving');Leaving;Leaving;Leaving;('0', '0', 'isOfType', 'isOfType');Leaving;isOfType;Leaving
van;18-61;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
gemelte;18-62;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Jacht;18-63;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
van;18-64;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
daer;18-65;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
,;18-66;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
noch;18-67;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
goede;18-68;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
partije;18-69;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
peper;18-70;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
te;18-71;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
becomen;18-72;('isOfType', 'isOfType', 'isOfType', 'evokes');('Getting', 'Getting', 'Getting', 'FinancialTransaction');Getting;Getting;Getting;('isOfType', 'isOfType', 'isOfType', 'evokes');Getting;isOfType;Getting
,;18-73;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
ende;18-74;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
dat;18-75;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
tot;18-76;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
redelijcken;18-77;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
prus;18-78;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
:;18-79;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Ooch;18-80;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
hebben;18-81;('0', '0', 'isOfType', '0');('HavingInPossession', 'HavingInPossession', 'HavingInPossession', '0');HavingInPossession;HavingInPossession;HavingInPossession;isOfType;HavingInPossession;isOfType;HavingInPossession
geldt;18-82;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
noch;18-83;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
cleeden;18-84;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
om;18-85;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
derrewaerts;18-86;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
ie;18-87;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
mogen;18-88;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
seijnden;18-89;('isOfType', 'isOfType', 'isOfType', '0');('Transportation', 'Transportation', 'Transportation', 'Transportation');Transportation;Transportation;Transportation;('isOfType', 'isOfType', 'isOfType', '0');Transportation;evokes ;Transportation
.;18-90;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
e.;18-91;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
e;18-92;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
En;19-1;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
D.o;20-1;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
S.r;20-2;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Is;20-3;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
sier;20-4;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
van;20-5;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Masilipats.n;20-6;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
ende;20-7;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Paliacaite;20-8;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
wel;20-9;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
aengecomen;20-10;('isOfType', 'isOfType', 'isOfType', 'isOfType');('Arriving', 'Arriving', 'Arriving', 'Arriving');Arriving;Arriving;Arriving;('isOfType', 'isOfType', 'isOfType', 'isOfType');Arriving;isOfType;Arriving
t;20-11;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
';20-12;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Jacht;20-13;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
D;20-14;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Battania;20-15;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
met;20-16;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
300;20-17;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
.;20-18;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Clauen;20-19;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
ende;20-20;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
134;20-21;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
-;20-22;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
packen;20-23;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
cleeden;20-24;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
,;20-25;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
blesde;20-26;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
sorteringe;20-27;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
,;20-28;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
alsoo;20-29;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
den;20-30;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
tijt;20-31;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
te;20-32;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
cort;20-33;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
was;20-34;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
,;20-35;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
omme;20-36;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
voor;20-37;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
de;20-38;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
becomene;20-39;('0', '0', '0', 'isOfType');('Getting', 'Getting', 'Arriving', 'Getting');Getting;Getting;Getting;evokes;Getting;evokes;Getting
comrtsr;20-40;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
.;20-41;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
van;20-42;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
hier;20-43;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
met;20-44;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
de;20-45;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Jachten;20-46;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Grootenbrouck;20-47;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Brouwershauen;20-48;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
,;20-49;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
ende;20-50;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Battr;20-51;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
.;20-52;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
eenich;20-53;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
ander;20-54;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
slach;20-55;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
ofte;20-56;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
meerder;20-57;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
quantiteijt;20-58;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
cleeden;20-59;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
,;20-60;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
te;20-61;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
becomen;20-62;('isOfType', 'isOfType', 'isOfType', 'isOfType');('Arriving', 'Arriving', 'Getting', 'Buying');('Arriving', 'Arriving', 'Getting', 'Buying');('Arriving', 'Arriving', 'Getting', 'Buying');('Arriving', 'Arriving', 'Getting', 'Buying');"isOfType; evokes";"Getting; Transportation";"isOfType; evokes";"Getting; Transportation"
,;20-63;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
ende;20-64;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
dit;20-65;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Jaer;20-66;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
hebben;20-67;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
oock;20-68;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
niet;20-69;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
anders;20-70;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
te;20-71;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
verwachten;20-72;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
,;20-73;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Soo;20-74;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
dat;20-75;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
de;20-76;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Molucq;20-77;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
,;20-78;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Amboina;20-79;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
ende;20-80;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Banida;20-81;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
gelijck;20-82;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
mede;20-83;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
wij;20-84;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
hier;20-85;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
in;20-86;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Battra;20-87;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
.;20-88;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
noch;20-89;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
een;20-90;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Jaer;20-91;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
onvoorsien;20-92;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
sullen;20-93;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
moeten;20-94;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
blijven;20-95;('isOfType', 'isOfType', '0', '0');('BeingAtAPlace', 'BeingAtAPlace', '0', '0');('BeingAtAPlace', 'BeingAtAPlace', '0', '0');('BeingAtAPlace', 'BeingAtAPlace', '0', '0');('BeingAtAPlace', 'BeingAtAPlace', '0', '0');('isOfType', 'isOfType', '0', '0');('BeingAtAPlace', 'BeingAtAPlace', '0', '0');0;0
.;20-96;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Ofs;20-97;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
oock;20-98;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
acpparent;20-99;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
dat;20-100;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
V.;20-101;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Ed;20-102;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
:;20-103;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
mede;20-104;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
in;20-105;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
twee;20-106;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Jaeren;20-107;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
geen;20-108;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
retour;20-109;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
van;20-110;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
daer;20-111;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
becomen;20-112;(0, 0, '0', 0);('Giving', 'Giving', 'Getting', 'Getting');('Giving', 'Giving', 'Getting', 'Getting');ChangeOfPossession;ChangeOfPossession;(0, 0, '0', 0);ChangeOfPossession;isOfType;ChangeOfPossession
sullen;20-113;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
ende;20-114;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
dat;20-115;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
vermidts;20-116;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
V;20-117;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Ed;20-118;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
:;20-119;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
eijgen;20-120;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
deffectueusheijt;20-121;('0', '0', 'evokes', '0');('Mismanagement', 'Mismanagement', 'HavingInternalState', '0');('Mismanagement', 'Mismanagement', 'HavingInternalState', '0');('Mismanagement', 'Mismanagement', 'HavingInternalState', '0');('Mismanagement', 'Mismanagement', 'HavingInternalState', '0');evokes;Mismanagement;evokes;Mismanagement
int;20-122;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
derrewaerts;20-123;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
beschicken;20-124;('0', '0', '0', 'isOfType');('HavingInPossession', 'HavingInPossession', 'Translocation', 'TransLocation');('HavingInPossession', 'HavingInPossession', 'Translocation', 'TransLocation');('HavingInPossession', 'HavingInPossession', 'Translocation', 'TransLocation');('HavingInPossession', 'HavingInPossession', 'Translocation', 'TransLocation');evokes;Transportation;evokes;Transportation
van;20-125;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
de;20-126;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Jaerlijcx;20-127;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
geeijschte;20-128;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
capitalen;20-129;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
...;20-130;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
d'E;21-1;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Leeuwwinne;21-2;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
ende;21-3;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Kemphaen;21-4;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
waren;21-5;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
op;21-6;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
2en;21-7;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Novemb;21-8;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
.;21-9;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
pasro;21-10;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
doen;21-11;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
d'Engelsche;21-12;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Abigael;21-13;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
van;21-14;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
daer;21-15;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
vertrock;21-16;('isOfType', 'isOfType', 'isOfType', 0);('Leaving', 'Leaving', 'Leaving', 'Leaving');Leaving;Leaving;Leaving;('isOfType', 'isOfType', 'isOfType', 0);Leaving;isOfType;Leaving
,;21-17;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
aldaer;21-18;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
noch;21-19;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
niet;21-20;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
verlcheinen;21-21;('isOfType', 'isOfType', 'isOfType', 'isOfType');('Arriving', 'Arriving', 'Arriving', 'TransLocation');Arriving;Arriving;Arriving;('isOfType', 'isOfType', 'isOfType', 'isOfType');Arriving;isOfType;Arriving
,;21-22;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Ende;21-23;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
is;21-24;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
apparent;21-25;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
dat;21-26;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
geduerende;21-27;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
t'noorder;21-28;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Mouson;21-29;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
,;21-30;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
daer;21-31;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
oock;21-32;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
niet;21-33;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
sullen;21-34;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
connen;21-35;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
